Order_ID,Order_Date,Day_of_Week,Month,Customer_ID,Menu_Item,Category,Quantity_Sold,Unit_Price,Total_Sales,Inventory_Stock,Inventory_Used,Food_Waste,Customer_Rating,Review,Sentiment,Payment_Method,Branch
737,2025-07-29,Tuesday,7,1632,Biryani,Main Course,1,320,320,15,1,14,5,Delivery was late,Negative,Card,Mirpur
738,2025-10-26,Sunday,10,1997,Sandwich,Fast Food,2,220,440,7,2,5,5,Loved the food,Positive,Card,Banani
739,2025-12-29,Monday,12,1053,Juice,Beverage,5,150,750,12,5,7,4,Excellent food and fast service,Positive,Card,Banani
740,2025-07-01,Tuesday,7,1390,Ice Cream,Dessert,1,120,120,6,1,5,4,Amazing quality,Positive,Nagad,Mirpur
741,2025-03-09,Sunday,3,1504,Noodles,Main Course,1,260,260,11,1,10,4,Amazing quality,Positive,Nagad,Uttara
742,2025-02-15,Saturday,2,1045,Coffee,Beverage,7,180,1260,16,7,9,3,Loved the food,Positive,Nagad,Mirpur
743,2025-07-04,Friday,7,1529,Juice,Beverage,5,150,750,18,5,13,4,Service was normal,Neutral,Nagad,Uttara
744,2025-06-11,Wednesday,6,1055,Sandwich,Fast Food,3,220,660,22,3,19,3,Very tasty and fresh,Positive,Card,Dhanmondi
745,2025-08-29,Friday,8,1041,Pasta,Main Course,3,350,1050,22,3,19,5,Highly recommended,Positive,Bkash,Banani
746,2025-08-23,Saturday,8,1208,Sandwich,Fast Food,2,220,440,11,2,9,4,Excellent food and fast service,Positive,Card,Uttara
747,2025-09-18,Thursday,9,1184,Pasta,Main Course,4,350,1400,9,4,5,5,Amazing quality,Positive,Cash,Uttara
748,2025-09-13,Saturday,9,1403,Pizza,Fast Food,6,550,3300,11,6,5,4,Excellent food and fast service,Positive,Cash,Mirpur
749,2025-03-20,Thursday,3,1464,Burger,Fast Food,2,250,500,21,2,19,4,Not worth the price,Negative,Cash,Mirpur
750,2025-01-23,Thursday,1,1132,Ice Cream,Dessert,8,120,960,23,8,15,3,Bad experience,Negative,Cash,Mirpur
751,2025-06-15,Sunday,6,1182,Burger,Fast Food,2,250,500,19,2,17,3,Loved the food,Positive,Nagad,Dhanmondi
752,2025-01-11,Saturday,1,1662,Fried Rice,Main Course,3,280,840,20,3,17,3,Service was normal,Neutral,Cash,Mirpur
753,2025-09-09,Tuesday,9,1852,Juice,Beverage,5,150,750,14,5,9,4,Excellent food and fast service,Positive,Card,Banani
754,2025-08-17,Sunday,8,1092,Juice,Beverage,8,150,1200,21,8,13,5,Highly recommended,Positive,Bkash,Uttara
755,2025-08-11,Monday,8,1692,Juice,Beverage,2,150,300,8,2,6,3,Highly recommended,Positive,Card,Banani
756,2025-09-27,Saturday,9,1928,Noodles,Main Course,2,260,520,16,2,14,5,Excellent food and fast service,Positive,Bkash,Uttara
757,2025-03-07,Friday,3,1564,Pasta,Main Course,4,350,1400,22,4,18,2,Excellent food and fast service,Positive,Cash,Dhanmondi
758,2025-09-19,Friday,9,1832,Juice,Beverage,7,150,1050,15,7,8,4,Amazing quality,Positive,Bkash,Mirpur
759,2025-10-27,Monday,10,1183,Pizza,Fast Food,1,550,550,9,1,8,3,Nothing special,Neutral,Nagad,Dhanmondi
760,2025-02-12,Wednesday,2,1775,Juice,Beverage,5,150,750,20,5,15,5,Highly recommended,Positive,Bkash,Mirpur
761,2025-04-06,Sunday,4,1265,Fried Rice,Main Course,3,280,840,10,3,7,2,Acceptable,Neutral,Nagad,Dhanmondi
762,2025-01-03,Friday,1,1471,Juice,Beverage,2,150,300,7,2,5,5,Highly recommended,Positive,Nagad,Mirpur
763,2025-11-13,Thursday,11,1128,Ice Cream,Dessert,6,120,720,23,6,17,3,Food was cold,Negative,Cash,Uttara
764,2025-02-27,Thursday,2,1665,Burger,Fast Food,4,250,1000,9,4,5,3,Very tasty and fresh,Positive,Nagad,Uttara
765,2025-02-14,Friday,2,1119,Pasta,Main Course,8,350,2800,17,8,9,3,Excellent food and fast service,Positive,Card,Banani
766,2025-09-06,Saturday,9,1301,Sandwich,Fast Food,1,220,220,20,1,19,5,Very tasty and fresh,Positive,Cash,Mirpur
767,2025-01-05,Sunday,1,1610,Pizza,Fast Food,7,550,3850,25,7,18,4,Bad experience,Negative,Cash,Banani
768,2025-07-24,Thursday,7,1019,Sandwich,Fast Food,8,220,1760,20,8,12,5,Acceptable,Neutral,Bkash,Dhanmondi
769,2025-05-18,Sunday,5,1459,Juice,Beverage,8,150,1200,16,8,8,5,Loved the food,Positive,Cash,Uttara
770,2025-05-28,Wednesday,5,1224,Fried Rice,Main Course,8,280,2240,24,8,16,4,Amazing quality,Positive,Nagad,Uttara
771,2025-05-31,Saturday,5,1636,Juice,Beverage,7,150,1050,23,7,16,3,It was okay,Neutral,Bkash,Dhanmondi
772,2025-12-08,Monday,12,1503,Sandwich,Fast Food,3,220,660,13,3,10,2,Amazing quality,Positive,Nagad,Banani
773,2025-06-05,Thursday,6,1902,Fried Rice,Main Course,4,280,1120,10,4,6,4,Too salty,Negative,Bkash,Uttara
774,2025-03-31,Monday,3,1632,Noodles,Main Course,1,260,260,8,1,7,3,Excellent food and fast service,Positive,Cash,Uttara
775,2025-09-07,Sunday,9,1273,Pasta,Main Course,6,350,2100,22,6,16,3,Acceptable,Neutral,Cash,Dhanmondi
776,2025-08-13,Wednesday,8,1800,Sandwich,Fast Food,2,220,440,10,2,8,2,Acceptable,Neutral,Cash,Dhanmondi
777,2025-03-27,Thursday,3,1725,Pizza,Fast Food,4,550,2200,20,4,16,5,Loved the food,Positive,Nagad,Dhanmondi
778,2025-03-20,Thursday,3,1449,Coffee,Beverage,6,180,1080,15,6,9,5,Very tasty and fresh,Positive,Cash,Uttara
779,2025-08-31,Sunday,8,1732,Coffee,Beverage,5,180,900,15,5,10,5,Loved the food,Positive,Bkash,Uttara
780,2025-03-19,Wednesday,3,1423,Noodles,Main Course,7,260,1820,19,7,12,5,Highly recommended,Positive,Nagad,Mirpur
781,2025-01-16,Thursday,1,1966,Sandwich,Fast Food,3,220,660,8,3,5,2,Acceptable,Neutral,Cash,Mirpur
782,2025-06-11,Wednesday,6,1676,Juice,Beverage,3,150,450,21,3,18,3,Excellent food and fast service,Positive,Cash,Mirpur
783,2025-08-03,Sunday,8,1846,Juice,Beverage,5,150,750,20,5,15,4,Food was cold,Negative,Card,Banani
784,2025-08-17,Sunday,8,1794,Fried Rice,Main Course,8,280,2240,24,8,16,3,Not worth the price,Negative,Bkash,Dhanmondi
785,2025-01-19,Sunday,1,1532,Noodles,Main Course,6,260,1560,23,6,17,4,It was okay,Neutral,Card,Dhanmondi
786,2025-09-19,Friday,9,1023,Noodles,Main Course,5,260,1300,20,5,15,2,It was okay,Neutral,Bkash,Uttara
787,2025-06-05,Thursday,6,1642,Juice,Beverage,2,150,300,8,2,6,4,Too salty,Negative,Cash,Dhanmondi
788,2025-11-30,Sunday,11,1464,Pizza,Fast Food,8,550,4400,22,8,14,4,Excellent food and fast service,Positive,Card,Uttara
789,2025-06-29,Sunday,6,1755,Pasta,Main Course,5,350,1750,14,5,9,3,Acceptable,Neutral,Cash,Mirpur
790,2025-09-22,Monday,9,1728,Ice Cream,Dessert,4,120,480,20,4,16,5,Very tasty and fresh,Positive,Nagad,Dhanmondi
791,2025-02-17,Monday,2,1079,Burger,Fast Food,7,250,1750,16,7,9,4,Highly recommended,Positive,Nagad,Banani
792,2025-05-16,Friday,5,1749,Ice Cream,Dessert,8,120,960,26,8,18,5,Not worth the price,Negative,Card,Uttara
793,2025-09-16,Tuesday,9,1883,Biryani,Main Course,8,320,2560,27,8,19,2,Amazing quality,Positive,Card,Banani
794,2025-08-31,Sunday,8,1616,Burger,Fast Food,3,250,750,19,3,16,5,Food was cold,Negative,Cash,Dhanmondi
795,2025-07-09,Wednesday,7,1380,Ice Cream,Dessert,5,120,600,11,5,6,4,Excellent food and fast service,Positive,Bkash,Mirpur
796,2025-05-31,Saturday,5,1431,Sandwich,Fast Food,1,220,220,10,1,9,2,Amazing quality,Positive,Bkash,Mirpur
797,2025-04-21,Monday,4,1069,Biryani,Main Course,8,320,2560,13,8,5,2,Loved the food,Positive,Nagad,Banani
798,2025-10-21,Tuesday,10,1854,Pasta,Main Course,8,350,2800,23,8,15,3,Nothing special,Neutral,Card,Banani
799,2025-08-19,Tuesday,8,1680,Sandwich,Fast Food,3,220,660,18,3,15,5,Amazing quality,Positive,Nagad,Uttara
800,2025-07-22,Tuesday,7,1886,Coffee,Beverage,1,180,180,20,1,19,3,Average taste,Neutral,Cash,Mirpur
801,2025-10-15,Wednesday,10,1590,Pizza,Fast Food,2,550,1100,13,2,11,2,Bad experience,Negative,Card,Banani
802,2025-09-15,Monday,9,1805,Burger,Fast Food,2,250,500,12,2,10,3,Too salty,Negative,Card,Banani
803,2025-02-13,Thursday,2,1882,Noodles,Main Course,6,260,1560,23,6,17,2,Highly recommended,Positive,Bkash,Banani
804,2025-04-03,Thursday,4,1117,Juice,Beverage,1,150,150,16,1,15,2,Excellent food and fast service,Positive,Card,Mirpur
805,2025-03-15,Saturday,3,1694,Biryani,Main Course,5,320,1600,12,5,7,3,Highly recommended,Positive,Cash,Mirpur
806,2025-04-03,Thursday,4,1145,Burger,Fast Food,1,250,250,15,1,14,5,Loved the food,Positive,Bkash,Mirpur
807,2025-07-12,Saturday,7,1600,Pizza,Fast Food,1,550,550,12,1,11,3,Amazing quality,Positive,Nagad,Banani
808,2025-02-28,Friday,2,1067,Pasta,Main Course,1,350,350,16,1,15,5,Highly recommended,Positive,Cash,Banani
809,2025-11-21,Friday,11,1691,Fried Rice,Main Course,1,280,280,14,1,13,2,Amazing quality,Positive,Card,Uttara
810,2025-06-05,Thursday,6,1208,Ice Cream,Dessert,7,120,840,26,7,19,3,Amazing quality,Positive,Bkash,Uttara
811,2025-05-06,Tuesday,5,1984,Noodles,Main Course,7,260,1820,26,7,19,4,Highly recommended,Positive,Card,Dhanmondi
812,2025-01-31,Friday,1,1359,Sandwich,Fast Food,5,220,1100,18,5,13,3,Not worth the price,Negative,Bkash,Dhanmondi
813,2025-03-24,Monday,3,1850,Noodles,Main Course,2,260,520,16,2,14,3,Excellent food and fast service,Positive,Bkash,Banani
814,2025-04-18,Friday,4,1279,Ice Cream,Dessert,6,120,720,21,6,15,3,Nothing special,Neutral,Bkash,Mirpur
815,2025-04-18,Friday,4,1661,Sandwich,Fast Food,6,220,1320,11,6,5,2,Delivery was late,Negative,Nagad,Dhanmondi
816,2025-01-05,Sunday,1,1083,Biryani,Main Course,7,320,2240,27,7,20,2,Acceptable,Neutral,Cash,Banani
817,2025-12-11,Thursday,12,1396,Pizza,Fast Food,6,550,3300,23,6,17,3,Too salty,Negative,Cash,Dhanmondi
818,2025-08-25,Monday,8,1776,Coffee,Beverage,4,180,720,23,4,19,4,Excellent food and fast service,Positive,Bkash,Uttara
819,2025-02-16,Sunday,2,1990,Ice Cream,Dessert,5,120,600,17,5,12,4,Highly recommended,Positive,Cash,Mirpur
820,2025-09-10,Wednesday,9,1113,Ice Cream,Dessert,4,120,480,9,4,5,4,Highly recommended,Positive,Nagad,Uttara
821,2025-10-10,Friday,10,1130,Fried Rice,Main Course,3,280,840,10,3,7,4,Excellent food and fast service,Positive,Card,Mirpur
822,2025-04-09,Wednesday,4,1656,Burger,Fast Food,5,250,1250,24,5,19,2,Highly recommended,Positive,Bkash,Banani
823,2025-07-28,Monday,7,1777,Pasta,Main Course,2,350,700,21,2,19,2,Amazing quality,Positive,Card,Dhanmondi
824,2025-05-23,Friday,5,1342,Juice,Beverage,8,150,1200,23,8,15,2,Very tasty and fresh,Positive,Cash,Uttara
825,2025-12-20,Saturday,12,1318,Juice,Beverage,2,150,300,14,2,12,2,Loved the food,Positive,Cash,Dhanmondi
826,2025-09-03,Wednesday,9,1110,Juice,Beverage,1,150,150,16,1,15,5,Delivery was late,Negative,Card,Mirpur
827,2025-01-28,Tuesday,1,1449,Coffee,Beverage,4,180,720,11,4,7,2,Acceptable,Neutral,Nagad,Dhanmondi
828,2025-02-13,Thursday,2,1801,Burger,Fast Food,1,250,250,18,1,17,3,Excellent food and fast service,Positive,Cash,Banani
829,2025-01-29,Wednesday,1,1572,Pasta,Main Course,7,350,2450,14,7,7,2,Excellent food and fast service,Positive,Bkash,Banani
830,2025-07-25,Friday,7,1010,Pizza,Fast Food,7,550,3850,19,7,12,5,Bad experience,Negative,Nagad,Banani
831,2025-08-08,Friday,8,1464,Ice Cream,Dessert,2,120,240,17,2,15,4,Average taste,Neutral,Card,Dhanmondi
832,2025-02-22,Saturday,2,1652,Burger,Fast Food,2,250,500,13,2,11,4,Delivery was late,Negative,Bkash,Banani
833,2025-09-04,Thursday,9,1061,Ice Cream,Dessert,8,120,960,18,8,10,3,Excellent food and fast service,Positive,Bkash,Banani
834,2025-09-20,Saturday,9,1617,Coffee,Beverage,5,180,900,14,5,9,4,Loved the food,Positive,Bkash,Mirpur
835,2025-01-05,Sunday,1,1879,Noodles,Main Course,3,260,780,9,3,6,2,Amazing quality,Positive,Nagad,Mirpur
836,2025-04-11,Friday,4,1711,Fried Rice,Main Course,4,280,1120,11,4,7,5,Highly recommended,Positive,Bkash,Mirpur
837,2025-11-12,Wednesday,11,1897,Pasta,Main Course,7,350,2450,22,7,15,2,Highly recommended,Positive,Nagad,Uttara
838,2025-01-02,Thursday,1,1492,Fried Rice,Main Course,4,280,1120,23,4,19,4,It was okay,Neutral,Nagad,Uttara
839,2025-07-24,Thursday,7,1030,Biryani,Main Course,1,320,320,17,1,16,2,Loved the food,Positive,Card,Mirpur
840,2025-08-14,Thursday,8,1202,Fried Rice,Main Course,6,280,1680,12,6,6,4,Delivery was late,Negative,Card,Uttara
841,2025-05-15,Thursday,5,1180,Biryani,Main Course,6,320,1920,18,6,12,4,Excellent food and fast service,Positive,Cash,Dhanmondi
842,2025-12-13,Saturday,12,1312,Biryani,Main Course,7,320,2240,15,7,8,5,Very tasty and fresh,Positive,Card,Mirpur
843,2025-07-10,Thursday,7,1813,Biryani,Main Course,7,320,2240,14,7,7,3,Very tasty and fresh,Positive,Card,Banani
844,2025-12-22,Monday,12,1943,Coffee,Beverage,6,180,1080,24,6,18,2,Delivery was late,Negative,Card,Mirpur
845,2025-03-18,Tuesday,3,1893,Coffee,Beverage,4,180,720,10,4,6,3,Service was normal,Neutral,Nagad,Uttara
846,2025-02-11,Tuesday,2,1383,Sandwich,Fast Food,2,220,440,12,2,10,5,Amazing quality,Positive,Nagad,Uttara
847,2025-06-14,Saturday,6,1410,Coffee,Beverage,8,180,1440,28,8,20,2,Amazing quality,Positive,Card,Uttara
848,2025-04-14,Monday,4,1910,Sandwich,Fast Food,4,220,880,21,4,17,5,Highly recommended,Positive,Card,Mirpur
849,2025-05-11,Sunday,5,1455,Noodles,Main Course,2,260,520,11,2,9,4,Service was normal,Neutral,Card,Dhanmondi
850,2025-08-27,Wednesday,8,1418,Noodles,Main Course,6,260,1560,24,6,18,4,Highly recommended,Positive,Nagad,Mirpur
851,2025-05-20,Tuesday,5,1660,Juice,Beverage,1,150,150,11,1,10,2,Loved the food,Positive,Bkash,Dhanmondi
852,2025-05-31,Saturday,5,1121,Noodles,Main Course,2,260,520,15,2,13,2,Food was cold,Negative,Bkash,Dhanmondi
853,2025-10-07,Tuesday,10,1309,Fried Rice,Main Course,6,280,1680,17,6,11,4,Service was normal,Neutral,Card,Uttara
854,2025-10-06,Monday,10,1801,Pasta,Main Course,1,350,350,15,1,14,5,Loved the food,Positive,Nagad,Dhanmondi
855,2025-08-30,Saturday,8,1485,Noodles,Main Course,3,260,780,20,3,17,3,Very tasty and fresh,Positive,Nagad,Banani
856,2025-06-24,Tuesday,6,1214,Pizza,Fast Food,6,550,3300,17,6,11,5,Highly recommended,Positive,Nagad,Dhanmondi
857,2025-07-11,Friday,7,1511,Biryani,Main Course,3,320,960,17,3,14,4,Food was cold,Negative,Bkash,Uttara
858,2025-08-03,Sunday,8,1581,Juice,Beverage,7,150,1050,21,7,14,2,Excellent food and fast service,Positive,Card,Uttara
859,2025-06-19,Thursday,6,1065,Ice Cream,Dessert,7,120,840,24,7,17,5,Highly recommended,Positive,Card,Banani
860,2025-02-25,Tuesday,2,1691,Coffee,Beverage,8,180,1440,22,8,14,3,Excellent food and fast service,Positive,Cash,Banani
861,2025-01-14,Tuesday,1,1290,Biryani,Main Course,4,320,1280,11,4,7,3,Not worth the price,Negative,Card,Mirpur
862,2025-12-04,Thursday,12,1011,Noodles,Main Course,2,260,520,21,2,19,3,Amazing quality,Positive,Bkash,Banani
863,2025-07-20,Sunday,7,1760,Biryani,Main Course,2,320,640,11,2,9,2,Highly recommended,Positive,Nagad,Uttara
864,2025-03-08,Saturday,3,1162,Fried Rice,Main Course,5,280,1400,23,5,18,4,Not worth the price,Negative,Card,Banani
865,2025-05-22,Thursday,5,1619,Fried Rice,Main Course,1,280,280,10,1,9,3,Highly recommended,Positive,Bkash,Banani
866,2025-08-24,Sunday,8,1355,Sandwich,Fast Food,1,220,220,8,1,7,4,Highly recommended,Positive,Nagad,Uttara
867,2025-08-01,Friday,8,1715,Fried Rice,Main Course,3,280,840,21,3,18,2,Very tasty and fresh,Positive,Nagad,Dhanmondi
868,2025-05-03,Saturday,5,1714,Biryani,Main Course,5,320,1600,19,5,14,3,Average taste,Neutral,Nagad,Banani
869,2025-10-11,Saturday,10,1784,Pizza,Fast Food,6,550,3300,13,6,7,4,Acceptable,Neutral,Nagad,Banani
870,2025-03-26,Wednesday,3,1654,Pasta,Main Course,4,350,1400,10,4,6,5,Excellent food and fast service,Positive,Nagad,Mirpur
871,2025-07-24,Thursday,7,1726,Fried Rice,Main Course,7,280,1960,13,7,6,3,Excellent food and fast service,Positive,Bkash,Banani
872,2025-09-06,Saturday,9,1730,Sandwich,Fast Food,2,220,440,9,2,7,5,Very tasty and fresh,Positive,Card,Banani
873,2025-05-23,Friday,5,1301,Biryani,Main Course,3,320,960,8,3,5,2,It was okay,Neutral,Nagad,Uttara
874,2025-02-09,Sunday,2,1221,Burger,Fast Food,5,250,1250,14,5,9,2,Very tasty and fresh,Positive,Card,Banani
875,2025-12-23,Tuesday,12,1053,Burger,Fast Food,2,250,500,19,2,17,2,Nothing special,Neutral,Cash,Banani
876,2025-04-14,Monday,4,1431,Fried Rice,Main Course,6,280,1680,18,6,12,2,Excellent food and fast service,Positive,Cash,Mirpur
877,2025-04-09,Wednesday,4,1741,Pizza,Fast Food,4,550,2200,12,4,8,3,It was okay,Neutral,Cash,Banani
878,2025-09-20,Saturday,9,1639,Pizza,Fast Food,6,550,3300,21,6,15,3,Very tasty and fresh,Positive,Nagad,Banani
879,2025-03-03,Monday,3,1015,Fried Rice,Main Course,4,280,1120,12,4,8,5,Very tasty and fresh,Positive,Bkash,Dhanmondi
880,2025-07-19,Saturday,7,1665,Fried Rice,Main Course,8,280,2240,20,8,12,4,Loved the food,Positive,Cash,Dhanmondi
881,2025-04-22,Tuesday,4,1729,Juice,Beverage,5,150,750,25,5,20,3,Food was cold,Negative,Bkash,Dhanmondi
882,2025-11-04,Tuesday,11,1871,Coffee,Beverage,7,180,1260,16,7,9,5,Loved the food,Positive,Cash,Mirpur
883,2025-01-10,Friday,1,1515,Ice Cream,Dessert,8,120,960,25,8,17,2,Very tasty and fresh,Positive,Card,Dhanmondi
884,2025-11-12,Wednesday,11,1634,Pizza,Fast Food,5,550,2750,17,5,12,2,It was okay,Neutral,Cash,Uttara
885,2025-07-11,Friday,7,1657,Sandwich,Fast Food,5,220,1100,16,5,11,2,Very tasty and fresh,Positive,Card,Banani
886,2025-06-18,Wednesday,6,1533,Biryani,Main Course,5,320,1600,20,5,15,5,Average taste,Neutral,Bkash,Dhanmondi
887,2025-04-28,Monday,4,1928,Coffee,Beverage,6,180,1080,18,6,12,3,Excellent food and fast service,Positive,Card,Banani
888,2025-09-24,Wednesday,9,1890,Coffee,Beverage,3,180,540,22,3,19,5,Average taste,Neutral,Cash,Uttara
889,2025-01-27,Monday,1,1562,Biryani,Main Course,4,320,1280,13,4,9,3,Amazing quality,Positive,Card,Dhanmondi
890,2025-08-07,Thursday,8,1434,Sandwich,Fast Food,5,220,1100,15,5,10,3,It was okay,Neutral,Card,Mirpur
891,2025-05-27,Tuesday,5,1081,Ice Cream,Dessert,8,120,960,19,8,11,4,Highly recommended,Positive,Nagad,Banani
892,2025-03-27,Thursday,3,1778,Sandwich,Fast Food,8,220,1760,26,8,18,3,Highly recommended,Positive,Nagad,Dhanmondi
893,2025-07-15,Tuesday,7,1566,Juice,Beverage,2,150,300,16,2,14,3,Very tasty and fresh,Positive,Bkash,Banani
894,2025-08-26,Tuesday,8,1492,Pasta,Main Course,8,350,2800,22,8,14,2,Amazing quality,Positive,Bkash,Uttara
895,2025-08-29,Friday,8,1747,Fried Rice,Main Course,3,280,840,14,3,11,4,Amazing quality,Positive,Nagad,Banani
896,2025-08-01,Friday,8,1072,Juice,Beverage,6,150,900,23,6,17,5,Amazing quality,Positive,Cash,Dhanmondi
897,2025-07-17,Thursday,7,1789,Ice Cream,Dessert,3,120,360,14,3,11,4,Service was normal,Neutral,Nagad,Mirpur
898,2025-12-23,Tuesday,12,1489,Burger,Fast Food,7,250,1750,25,7,18,2,It was okay,Neutral,Bkash,Dhanmondi
899,2025-12-24,Wednesday,12,1260,Biryani,Main Course,5,320,1600,24,5,19,3,Delivery was late,Negative,Card,Dhanmondi
900,2025-03-01,Saturday,3,1530,Pizza,Fast Food,7,550,3850,24,7,17,3,Average taste,Neutral,Nagad,Uttara
901,2025-08-07,Thursday,8,1770,Pasta,Main Course,5,350,1750,22,5,17,2,Highly recommended,Positive,Cash,Mirpur
902,2025-03-15,Saturday,3,1172,Pasta,Main Course,4,350,1400,21,4,17,5,Average taste,Neutral,Cash,Dhanmondi
903,2025-02-05,Wednesday,2,1180,Juice,Beverage,7,150,1050,21,7,14,4,It was okay,Neutral,Card,Uttara
904,2025-04-12,Saturday,4,1190,Sandwich,Fast Food,3,220,660,11,3,8,3,Very tasty and fresh,Positive,Cash,Uttara
905,2025-04-09,Wednesday,4,1111,Pasta,Main Course,7,350,2450,26,7,19,3,Acceptable,Neutral,Cash,Mirpur
906,2025-02-13,Thursday,2,1599,Juice,Beverage,2,150,300,15,2,13,3,Excellent food and fast service,Positive,Nagad,Banani
907,2025-12-11,Thursday,12,1681,Pizza,Fast Food,1,550,550,7,1,6,2,Excellent food and fast service,Positive,Cash,Uttara
908,2025-09-25,Thursday,9,1775,Burger,Fast Food,7,250,1750,20,7,13,4,Not worth the price,Negative,Nagad,Mirpur
909,2025-07-09,Wednesday,7,1387,Coffee,Beverage,6,180,1080,18,6,12,2,Not worth the price,Negative,Bkash,Mirpur
910,2025-02-21,Friday,2,1026,Burger,Fast Food,8,250,2000,25,8,17,2,It was okay,Neutral,Bkash,Uttara
911,2025-07-08,Tuesday,7,1653,Sandwich,Fast Food,8,220,1760,26,8,18,4,Average taste,Neutral,Cash,Mirpur
912,2025-01-24,Friday,1,1756,Coffee,Beverage,8,180,1440,20,8,12,2,Nothing special,Neutral,Bkash,Banani
913,2025-09-01,Monday,9,1890,Pizza,Fast Food,7,550,3850,21,7,14,2,It was okay,Neutral,Card,Banani
914,2025-02-14,Friday,2,1493,Pasta,Main Course,8,350,2800,18,8,10,3,Food was cold,Negative,Card,Uttara
915,2025-03-29,Saturday,3,1164,Pizza,Fast Food,2,550,1100,20,2,18,4,Food was cold,Negative,Nagad,Mirpur
916,2025-04-23,Wednesday,4,1648,Pasta,Main Course,8,350,2800,16,8,8,5,Acceptable,Neutral,Cash,Mirpur
917,2025-04-25,Friday,4,1669,Ice Cream,Dessert,2,120,240,17,2,15,5,Highly recommended,Positive,Card,Uttara
918,2025-05-13,Tuesday,5,1758,Pizza,Fast Food,5,550,2750,12,5,7,3,Loved the food,Positive,Cash,Mirpur
919,2025-03-07,Friday,3,1548,Coffee,Beverage,7,180,1260,12,7,5,3,Amazing quality,Positive,Nagad,Banani
920,2025-06-13,Friday,6,1551,Coffee,Beverage,3,180,540,15,3,12,5,Excellent food and fast service,Positive,Bkash,Uttara
921,2025-06-01,Sunday,6,1149,Fried Rice,Main Course,8,280,2240,27,8,19,2,Loved the food,Positive,Bkash,Mirpur
922,2025-09-15,Monday,9,1506,Pizza,Fast Food,5,550,2750,25,5,20,4,It was okay,Neutral,Nagad,Dhanmondi
923,2025-06-20,Friday,6,1945,Biryani,Main Course,4,320,1280,16,4,12,3,Average taste,Neutral,Nagad,Banani
924,2025-06-03,Tuesday,6,1356,Biryani,Main Course,1,320,320,18,1,17,5,Highly recommended,Positive,Nagad,Dhanmondi
925,2025-09-28,Sunday,9,1403,Pasta,Main Course,5,350,1750,16,5,11,2,Acceptable,Neutral,Card,Mirpur
926,2025-10-25,Saturday,10,1140,Burger,Fast Food,5,250,1250,24,5,19,5,Acceptable,Neutral,Nagad,Mirpur
927,2025-03-16,Sunday,3,1370,Fried Rice,Main Course,4,280,1120,15,4,11,2,Average taste,Neutral,Card,Banani
928,2025-08-07,Thursday,8,1183,Biryani,Main Course,1,320,320,9,1,8,2,Highly recommended,Positive,Cash,Mirpur
929,2025-10-31,Friday,10,1246,Juice,Beverage,3,150,450,20,3,17,5,Excellent food and fast service,Positive,Nagad,Mirpur
930,2025-12-19,Friday,12,1796,Ice Cream,Dessert,3,120,360,20,3,17,5,Average taste,Neutral,Nagad,Mirpur
931,2025-11-20,Thursday,11,1124,Sandwich,Fast Food,6,220,1320,11,6,5,5,Excellent food and fast service,Positive,Card,Dhanmondi
932,2025-10-28,Tuesday,10,1813,Ice Cream,Dessert,8,120,960,21,8,13,3,Average taste,Neutral,Nagad,Banani
933,2025-11-27,Thursday,11,1730,Juice,Beverage,5,150,750,14,5,9,3,Excellent food and fast service,Positive,Nagad,Dhanmondi
934,2025-07-21,Monday,7,1551,Noodles,Main Course,8,260,2080,15,8,7,2,Amazing quality,Positive,Card,Dhanmondi
935,2025-04-03,Thursday,4,1125,Ice Cream,Dessert,3,120,360,8,3,5,2,Loved the food,Positive,Card,Uttara
936,2025-12-01,Monday,12,1086,Biryani,Main Course,2,320,640,15,2,13,2,Food was cold,Negative,Bkash,Mirpur
937,2025-10-06,Monday,10,1968,Biryani,Main Course,7,320,2240,12,7,5,4,Excellent food and fast service,Positive,Nagad,Uttara
938,2025-10-23,Thursday,10,1214,Sandwich,Fast Food,6,220,1320,22,6,16,2,Acceptable,Neutral,Cash,Uttara
939,2025-01-19,Sunday,1,1980,Fried Rice,Main Course,3,280,840,17,3,14,3,Delivery was late,Negative,Card,Mirpur
940,2025-05-23,Friday,5,1390,Biryani,Main Course,7,320,2240,14,7,7,3,Loved the food,Positive,Nagad,Banani
941,2025-02-12,Wednesday,2,1644,Pasta,Main Course,7,350,2450,16,7,9,4,Excellent food and fast service,Positive,Card,Mirpur
942,2025-10-16,Thursday,10,1806,Noodles,Main Course,3,260,780,21,3,18,5,Too salty,Negative,Nagad,Dhanmondi
943,2025-11-06,Thursday,11,1700,Fried Rice,Main Course,2,280,560,15,2,13,5,Excellent food and fast service,Positive,Cash,Mirpur
944,2025-11-24,Monday,11,1889,Pizza,Fast Food,6,550,3300,21,6,15,3,It was okay,Neutral,Bkash,Dhanmondi
945,2025-02-20,Thursday,2,1179,Juice,Beverage,4,150,600,21,4,17,4,Food was cold,Negative,Nagad,Dhanmondi
946,2025-09-28,Sunday,9,1174,Coffee,Beverage,5,180,900,18,5,13,4,Average taste,Neutral,Nagad,Uttara
947,2025-06-26,Thursday,6,1009,Noodles,Main Course,7,260,1820,27,7,20,3,Loved the food,Positive,Card,Uttara
948,2025-07-13,Sunday,7,1724,Ice Cream,Dessert,5,120,600,11,5,6,3,Too salty,Negative,Nagad,Banani
